,job_title,company_name,location,salary,description
121,Data Science,Smollan India Private Limited,Work From Home,"₹ 10,000 /month +  Incentives","Selected intern's day-to-day responsibilities include:  1. Identify patterns, spot anomalies, and data transformation (converting, cleansing, and structuring data into a usable format) using Python and SQL 2. Use summary statistics and graphical representation to present findings 3. Update the existing KPI dashboards and suggest new visualizations on Google Data Studio/Tableau  Requirements: Working knowledge of Google Sheets/Excel automation would be an added advantage & the candidate should have good business analysis and writing skills to support reporting and insights.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 15th Jan'24 and 19th Feb'243. are available for duration of 6 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.Stipend structure: This is a performance-based internship. In addition to the minimum-assured stipend, you will also be paid a performance-linked incentive (₹ 2000 per performance).1WebsiteSmollan is an international retail solutions company delivering growth for clients across five continents by covering every aspect of how a brand is managed at the point of sale."
122,Quality Analyst,Rydeu Logistics UG,Work From Home,"₹ 8,000-10,000 /month","Selected intern's day-to-day responsibilities include:  1. Collaborate with the development team to understand software requirements and develop comprehensive test plans and test cases 2. Execute manual and automated tests to identify defects, inconsistencies, and areas of improvement in software applications 3. Perform thorough and systematic testing of software functionalities, user interfaces, and data integrity to ensure compliance with quality standards 4. Identify, document, and track software defects using issue-tracking systems, and work closely with the development team to resolve them 5. Conduct regression testing to validate software changes and updates and ensure the stability and reliability of the system 6. Participate in design and code reviews to provide input on quality aspects and potential issues early in the development process 7. Develop and maintain test data, test environments, and test documentation, ensuring accuracy and completeness 8. Analyze test results, generate test reports, and provide regular updates on the status of testing activities to stakeholders 9. Stay up-to-date with industry best practices, emerging trends, and advancements in software testing methodologies and tools, and proactively propose process improvementsOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 15th Jan'24 and 19th Feb'243. are available for duration of 6 months4. have relevant skills and interests1WebsiteWe are a travel management start-up focusing on customized itinerary planning and destination management for B2B travel agents and corporates. We focus on transfer, FIT, GIT, and MICE domains."
123,PHP Development,Code Tikki,Work From Home,"₹ 1,000 /month","Responsibilities:  Collaborate with cross-functional teams to design, develop, and maintain web applications using PHP. Write clean, efficient, and well-documented code. Troubleshoot, test, and maintain the core product software and databases. Integrate data from various back-end services and databases. Stay updated on emerging trends and technologies in PHP development. Participate in code reviews and provide constructive feedback to team members.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 15th Jan'24 and 19th Feb'243. are available for duration of 6 months4. have relevant skills and interests5WebsiteCodeTikki is an online platform designed to support and facilitate learning, collaboration, and engagement within the field of coding and technology. It provides a wide range of resources and features tailored to both beginners and experienced professionals in the tech industry. Some of its key features and offerings include Code Collaboration: Users may have the option to collaborate on coding projects, share code snippets, and seek feedback from the community."
124,Deep Learning,Across The Globe (ATG),Work From Home,"₹ 4,000-10,000 /month","Selected intern's day-to-day responsibilities include:  1. Develop and test deep learning models using Python, TensorFlow, and other open-source frameworks 2. Perform data analysis and algorithm development to drive decision-making and business intelligence 3. Collaborate with other team members to evaluate data, suggest solutions, and improve the accuracy and speed of our models 4. Prototype new deep learning algorithms and technologies 5. Research and analyze current trends in the field of deep learning and AI 6. Develop and maintain software engineering best practices 7. Work on developing, testing, and improving AI models that help support our mission of driving real, meaningful business outcomes through data-driven decisions 6. Work with the deep learning research team on various projects 7. Help in prototyping new features 8. Develop algorithms to improve existing modelsOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 15th Jan'24 and 19th Feb'243. are available for duration of 6 months4. have relevant skills and interests2Across The Globe (ATG) connects students and professionals around the globe. We are a startup based in Bangalore and aim to help people excel in their career, professional, and personal lives. We have a product that is the need of the hour and worth a billion dollars, which may help millions of people excel in their careers and help those who are struggling to get a better job, direction, and network."
125,Android App Development,Visanka Technologies Private Limited,Work From Home,"₹ 2,000-5,000 /month","Company Description Visanka Technologies is a Project Based & Service Based Company providing consultation and software solutions to clients based on their needs and requirements. We are a software solutions company, building websites, apps, providing IT consulting, and handling digital marketing needs for our esteemed clients. We believe in delivering high-quality products.  Selected intern's day-to-day responsibilities include:  1. Working on adding extra features 2. Working on gaining more knowledge of the application 3. Supporting the entire application lifecycle (concept, design, test, release, and support) 4. Producing fully functional mobile applications writing clean code 5. Gathering specific requirements and suggesting solutions 6. Troubleshooting and debugging to optimize performance 7. Designing interfaces to improve user experience 8. Liaising with the product development team to plan new features 9.Should be good in Design & Development of Android App 10.Should have developed atleast one android app Requirements:  1. Ability to build Android apps using Kotlin/Flutter 2. Must know the PHP language  Very good Analytical & programming knowledge Kotlin knowledge is must Prior training experience will be handy Proficient in programming languages such as PHP Apis with MySQL db Understanding of REST, SOAP, and HTTP protocols, and knowledge of data formats like JSON Even well trained in Kotlin With PHP Flutter/Dart are also welcome   Good knowledge of backend - PHP  Must know to write service and generate Api using PHP and Json api responses. Programming language - Kotlin/Flutter with PHPOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 15th Jan'24 and 19th Feb'243. are available for duration of 4 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.35WebsiteVisanka Technologies is a project-based & service-based company. We provide consultation and software solutions to clients based on their needs and requirements. Visanka Technologies is an Indian-based company working towards excellence in software, and believe in pursuing business through innovation and technology. Our team comes with several years of industry experience and comprises a highly motivated set of specialists. We are an experienced, dedicated, and energetic team, cognizant of the market and fulfilling our customer's requirements. We believe in delivering high-quality products."
126,Artificial Intelligence (AI),"JMedia Corporation (Dallas, United States)",Work From Home,"₹ 2,500 /month","Selected intern's day-to-day responsibilities include:  1. Create a bot that speaks and answers questions 2. Build a landing page 3. Communicate with various teams and departments  Requirements:  1. Must have an understanding of general AI, machine learning, question answering, neural language processing, biometric verification, etc.  Note: Permanent placement in our corporation is possible at the end of the internship.Only those candidates can apply who:1. are available for the work from home job/internship2. can work from 7:30 pm - 12:30 am Indian Standard Time (as the company is based outside of India & their local work timings are 8:00 am - 1:00 pm Central Standard Time)3. can start the work from home job/internship between 15th Jan'24 and 19th Feb'244. are available for duration of 6 months5. have relevant skills and interests* Women wanting to start/restart their career can also apply.3JMedia strives to be a platform that gives a voice to the voiceless, visibility to the invisible, and hope to the hopeless. Oftentimes, large swaths of the population are left out of traditional media, which is where JMedia plays a critical role. Our focus is on underserved communities like people of color, women, differently-abled, rural, etc. Our goal is to bring their stories and voices to the masses."
127,Generative AI,Village Company,Work From Home,"₹ 6,000 /month +  Incentives","As a Generative AI intern at Village Company, you will have the opportunity to unleash your creative potential while working with cutting-edge technologies. If you have a passion for Artificial Intelligence, Machine Learning, Content Marketing, Digital Marketing, Instagram Marketing, and Data Analysis, this is the perfect role for you!  Responsibilities: 1. Collaborate with the AI team to develop and implement innovative generative AI models and algorithms. 2. Assist in creating engaging and personalized content for marketing campaigns using AI-generated techniques. 3. Conduct thorough data analysis to identify patterns and trends, providing valuable insights to optimize marketing strategies. 4. Support the digital marketing team in managing and growing the company's presence on Instagram, leveraging AI tools. 5. Stay up-to-date with the latest AI advancements and trends in the industry, contributing to the company's competitive edge. 6. Participate in brainstorming sessions to develop creative ideas to enhance the Village Company's marketing initiatives. 7. Assist in the evaluation and improvement of existing AI models, ensuring their accuracy, efficiency, and scalability.  Join our dynamic team and be part of a company that values innovation and creativity. This internship will provide you with hands-on experience in a fast-paced environment, where you can make a real impact using your AI and marketing skills. Let's revolutionize the way marketing is done together!Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 13th Jan'24 and 17th Feb'243. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.Stipend structure: This is a performance-based internship. In addition to the minimum-assured stipend, you will also be paid a performance-linked incentive (1% of revenue generated).2WebsiteBuilding a firm which brings you the best of hand-crafted natural luxuries from Indian villages, consciously sourced closest to the place of origin and then sustainably packed to cater to the lifestyle choices of  India's  top  1%. We are post-revenue and currently serve 500+ families across  the  country."
128,Web Development,Funnel Truffle OPC Private Limited,Work From Home,"₹ 6,000 /month","Funnel Truffle is at the forefront of digital innovation, specializing in creating dynamic and user-friendly websites. We offer a nurturing environment for budding talents to grow and contribute to real-world projects.  Position Overview:  We are seeking an enthusiastic Web Development Intern with a keen interest in WordPress and web technologies. This role is ideal for someone currently pursuing a degree in computer science or a related field and looking to gain practical experience in web development.  Key Responsibilities: 1. Assist in Website Development: Support the development team in building and maintaining websites. 2. Participate in both frontend and backend development tasks. 3. WordPress Support: Assist in customizing WordPress themes and plugins and maintaining WordPress sites under supervision. 4. Collaborative Learning: Work closely with senior developers to understand project requirements and contribute ideas. 5. Technical Skills Enhancement: Gain hands-on experience with HTML, CSS, JavaScript, and PHP, Python, SQL. 6. Testing and Feedback: Help in testing websites for functionality and responsiveness and provide feedback for improvements.  Benefits: Opportunity to gain practical experience in a professional setting. Mentorship from experienced web developers. Flexible work hours to accommodate academic commitments. Potential for future employment based on performance.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 13th Jan'24 and 17th Feb'243. are available for duration of 6 months4. have relevant skills and interests1. Currently pursuing or recently completed a degree in Computer Science or a related field.2. Basic understanding of HTML, CSS, JavaScript, and PHP, Python, SQL, Node.JS.3. Familiarity with WordPress or keen interest in learning WordPress development.4. Strong problem-solving skills and willingness to learn.5. Ability to work collaboratively in a team environment.5At Funnel Truffle, we mix digital marketing, media buying, content creation, and funnel building into a recipe for success. Our team crafts campaigns that are not just eye-catching but also sales-driving. We've helped diverse businesses skyrocket their online presence and sales with our innovative strategies and creative content.  "
129,Python Development,"Third Origin LLC (Charlotte, United States)",Work From Home,"₹ 5,000 /month","As a Python Developer Intern, you will play a pivotal role in our development team. In addition to working on Python projects, you will actively participate in quality assurance processes, create technical documentation, and collaborate with other team members  Selected intern's day-to-day responsibilities include:  1. Collaborate with our development team on Python projects, including coding, QA testing, and debugging 2. Assist in developing and executing comprehensive test plans and test cases for software products 3. Conduct manual and automated testing to ensure software quality and functionality 4. Document test results, identify issues, and assist in bug tracking and resolution 5. Contribute to the creation and maintenance of technical documentation, including user guides and API documentation 6. Collaborate with designers, developers, and product managers to deliver high-quality software 7. Participate in team meetings, code reviews, and brainstorming sessions  Qualifications:  1. Proficient in Python programming 2. Strong problem-solving skills and attention to detail 3. Basic understanding of software testing concepts and methodologies 4. Excellent written and verbal communication skills 5. Ability to work collaboratively and independently in a fast-paced environment 6. Eagerness to learn new technologies and methodologies  Additional Skills (Preferred, but not required):  1. Familiarity with version control systems (e.g., Git) 2. Experience with testing frameworks (e.g., pretest, unittest) 3. Knowledge of software development best practices 4. Basic understanding of APIs and web servicesOnly those candidates can apply who:1. are available for the work from home job/internship2. can work from 4:00 pm - 8:00 pm Indian Standard Time (as the company is based outside of India & their local work timings are 4:00 pm - 8:00 pm India Standard Time)3. can start the work from home job/internship between 13th Jan'24 and 17th Feb'244. are available for duration of 6 months5. have relevant skills and interests3We are a US-based software development and IT consulting company developing software and solutions catering to financial and healthcare clients."
130,Nest Js Development,Trivy Technologies Private Limited,Work From Home,"₹ 2,500 /month +  Incentives","Selected intern's day-to-day responsibilities include:  1. Manage the interchange of data between the server and the users 2. Focus on the development of all server-side logic, definition, and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end 4. Design, test, and deploy server-side architecture through JavaScript 5. Deploy and maintain the application in a secured AWS environment - certification in AWS is an advantage 6. Write clean, functional code on front-end and back-end that is cross-platform & cross-device compatible 7. Create unit and integration tests to ensure code quality 8. Run diagnostic tests, repairing defects, and providing technical support  Requirements:  1. Proficient with Nest.js, and MongoDB, and building rest APIsOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 12th Jan'24 and 16th Feb'243. are available for duration of 6 months4. have relevant skills and interestsJob offer: On successful conversion to a permanent employee, the candidate can expect a salary of Rs. 500000 to 700000 /yearStipend structure: This is a performance-based internship. In addition to the minimum-assured stipend, you will also be paid a performance-linked incentive (₹ 2500 per project).2Yolo is building India's first community-driven one-stop payments and investing app for teens and Genz-focusing colleges and institutes to provide payment cards integrated with traditional student ID cards. Yolo helps to make online and offline payments through UPI, Yolo App, and Yolo Card. Our aim is to make banking cool for 300 million Indian teens and Genz and to allow them to save min 1% money on every spend with all the other exclusive experiences like events, challenges, opportunities, etc."
131,Backend Development,Ostello India Private Limited,Work From Home,"₹ 10,000-18,000 /month","Selected intern's day-to-day responsibilities include:  1. Utilize languages and frameworks such as TypeScript, NestJS, PostgreSQL, and Docker to develop and maintain server-side applications 2. Ensure optimal performance and security across existing servers 3. Work closely with front-end developers and other team members to integrate user-facing elements and improve overall functionality 4. Take ownership of the backend architecture, proactively identifying and addressing issues, and building a performance-optimized backend to enhance site speed 5. Handle cloud-based solutions, primarily using AWS 6. Facilitate the setup and integration of payment gateways, complying with global security and privacy standardsOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 14th Jan'24 and 18th Feb'243. are available for duration of 4 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.2Ostello India Private Limited is the world's first B2B marketplace for coaching institutions. It gives the institutions a platform to tell the students about their institute, facilities, faculty, and success stories.  Every institute can stand among the best institutes in India and use Ostello's resources to grow its business. If you are a student, you just got lucky as Ostello lets you find the best coaching institutes near you. Compare and choose through location, demo classes, course fees, and discount offers, and select what's best for you & make the right decision for your career. It's time to own your career!"
132,Artificial Intelligence Engineering,Binford Research Labs,Hyderabad,"₹ 5,000-10,000 /month","Selected intern's day-to-day responsibilities include:  1. Participate in and develop cutting-edge AI research projects related to unmanned autonomous systems 2. Contribute to the development and optimization of AI algorithms for autonomous systems 3. Analyze data collected from autonomous systems to improve performance and efficiency 4. Collaborate on the design and implementation of AI models for real-world applications 5. Maintain thorough records, reports, and documentation related to AI research and development activitiesOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 11th Jan'24 and 15th Feb'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1. Bachelor's or master's degree program in computer science, artificial intelligence2. A passion for AI, machine learning, and autonomous systems3. Proficiency in programming languages commonly used in AI development, like Python, C++4. Desire to learn and innovate. Excellent communication abilities5. Any experience with projects and knowledge of concepts related to integrating software in hardware and projects related to AI, computer vision, natural language processing, reinforcement learning coursework, or experience is a plus1WebsiteBinford Robotics is a flourishing startup founded by Sidhanth Jain (CEO). It is headquartered in and operated from Hyderabad, India. With five years of experience and expertise in the field of drone technology, collective wisdom, and capabilities, we are invested in projects to accomplish the maximum potential of our engineering vision. Consistent and unsurpassed aerial service personnel, modern equipment, and essential software are a few of our prized possessions.  With over 5 separate teams stationed all across India on numerous projects, we have been able to complete 10+ projects covering over 3000+ acres of land in a brief period. Our project begins with comprehensive R&D, followed by innovative data processing & content delivery at competitive prices and significant accuracy. Thoroughly trained and licensed professionals work tirelessly to ensure that the required services are swiftly delivered."
133,Python Backend Development,House Of Dishes,Work From Home,"₹ 1,000 /month","Selected intern's day-to-day responsibilities include:  1. Collaborate with frontend and other backend developers to design and implement robust, scalable, and efficient server-side solutions 2. Develop and maintain APIs that facilitate seamless communication between the front-end and back-end systems 3. Work with databases, particularly MongoDB, to store and manage cooking-related data 4. Conduct thorough testing of backend code to identify and fix bugs or issues promptly 5. Assist in optimizing the application for maximum performance and responsiveness.  Requirements:  1. A strong passion for backend development and a desire to expand your skills 2. Proficiency in Python, Flask, and MongoDB 3. Familiarity with RESTful APIs and web services 4. A basic understanding of front-end technologies (HTML, CSS, JavaScript) is a plus, but not mandatory 5. Any previous experience or personal projects related to backend development will be considered a valuable asset  Perks:  1. Gain invaluable experience working on a game-changing AI cooking platform 2. Work closely with experienced professionals who are eager to mentor and support your growth 3. Certificate of completion at the end of the internship to showcase your achievements and a possible PPO in the future based on performance  Note:  This internship will be conducted remotely, allowing you to work from the comfort of your home or any location that suits youOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 12th Jan'24 and 16th Feb'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.4LinkedIn pageAt House of Dishes, we revolutionize cooking and catering services with our AI chef, access to diverse international recipes, and exceptional catering solutions. Our AI chef offers personalized guidance, diet plans, diverse recipes, and real-time assistance, making cooking a breeze. We simplify recipe adaptation based on ingredient availability, ensuring a creative and varied culinary experience.  Our catering services are designed to elevate your special occasions with exquisite culinary offerings. Collaborating with local caterers and expert chefs, we create a customized menu that reflects your unique taste and style. Explore a wide range of diverse international recipes with House of Dishes. Our curated collection includes flavors and techniques from various cultures, allowing you to embark on a culinary journey without leaving your kitchen."
134,None,None,None,None,None
135,Improvements Engineering,Mungi Engineers Private Limited,Chakan,"₹ 8,000 /month","We are an engineering firm - www.mungiengineers.com & are looking for a team of engineering interns to observe our process flow, analyze layouts, and come up with creative & innovative solutions to remove wastages and improve productivity.  Selected intern's day-to-day responsibilities include:  1. Perform data analytics 2. Process layout review 3. Design low-cost automation 4. Identify wasteful practices on the shop floor 5. Design new layoutsOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 13th Jan'24 and 17th Feb'243. are available for duration of 6 months4.  are from or open to relocate to Pune, Pimpri-Chinchwad, Chakan and neighboring cities5. have relevant skills and interests* Women wanting to start/restart their career can also apply.10WebsiteI am working as a Director in my family business Mungi Engineers Pvt. Ltd. and as an Entrepreneur for my winery Rhythm Winery"
136,Web Development,V-CAN,Work From Home,"₹ 2,000-4,000 /month","Selected intern's day-to-day responsibilities include:  1. Creating a website 2. Checking for bugsOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.2Welcome to V-CAN, where passion meets purpose, and change becomes a collective effort. We are a dynamic platform dedicated to fostering a powerful connection between volunteers and NGOs, creating opportunities for personal growth, community impact, and the expansion of horizons. "
137,Web Development,The Overseas Consultant,Work From Home,"₹ 5,000-7,000 /month","Selected intern's day-to-day responsibilities include:  1. Assisting in the development and maintenance of our company website using HTML, CSS, JavaScript, ReactJS, WordPress, Bootstrap, and jQuery 2. Collaborating with the design team to create visually appealing and user-friendly web pages 3. Implementing responsive web design principles to ensure an optimal browsing experience across different devices 4. Troubleshooting and debugging website issues, ensuring seamless functionality 5. Conducting regular website performance and security audits to optimize loading speed and protect against cyber threats 6. Supporting the integration of third-party APIs and plugins to enhance website functionalitiesOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 15th Jan'24 and 19th Feb'243. are available for duration of 3 months4. have relevant skills and interests3WebsiteWe are study abroad consultants. Whether you're seeking a new career direction, more work/life balance, or a resume refresh, we can help. We coach and counsel students and professional clients. We have coached students and professionals in new careers, reorganizations, and downsizing."
138,Product Management,Shop Sync India Private Limited,Work From Home,"₹ 5,500 /month","Selected intern's day-to-day responsibilities include:  1. Conduct research on market trends, competitors, and customer needs to inform product development decisions 2. Assist in creating and maintaining product roadmaps, feature backlogs, and release plans 3. Work closely with stakeholders to gather and document product requirements, ensuring alignment with business objectives 4. Create user stories and acceptance criteria, providing clear guidance to the development team 5. Collaborate with engineering, design, marketing, and other teams to ensure successful product development and delivery 6. Collect and analyze user feedback to identify opportunities for improvement and iterate on product features 7. Assist in coordinating and tracking project timelines, milestones, and deliverables 8. Contribute to the creation of comprehensive product documentation, including specifications and user guidesOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 14th Jan'24 and 18th Feb'243. are available for duration of 6 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.35WebsiteWelcome to the forefront of delivery innovation with Shop Sync, where the future of delivery has arrived, and it's more sustainable, efficient, and cutting-edge than ever before. Embrace a revolutionary shift in the delivery landscape as we introduce a greener, faster, and self-driving solution that is set to redefine the way goods reach their destination.  At Shop Sync, we take pride in being pioneers in the world of autonomous delivery solutions. Our commitment to environmental sustainability is at the core of what we do. Say goodbye to traditional delivery methods and hello to a smarter, more eco-friendly approach. We have harnessed the power of self-driving technology to create a seamless and swift delivery experience that not only saves time but also reduces our carbon footprint. "
139,Information Technology,Shop Sync India Private Limited,Work From Home,"₹ 5,500 /month","Selected intern's day-to-day responsibilities include:  Technical Support: Assist in providing technical support to end-users, addressing hardware and software issues.Troubleshoot and resolve IT-related problems in a timely manner. Collaborate with the IT team to maintain and update documentation for support processes Network Administration: Assist in monitoring and maintaining network infrastructure. Participate in the configuration and deployment of network devices. Collaborate with the IT team to ensure network security and optimize performance System Administration: Gain exposure to system administration tasks, including server setup, maintenance, and troubleshooting. Assist in managing user accounts, permissions, and access controls. Contribute to the implementation of system upgrades and patches Project Assistance: Participate in IT projects from inception to completion. Collaborate with team members to gather requirements and contribute to project planning. Gain experience in project management methodologies and tools Cybersecurity: Assist in implementing and maintaining cybersecurity measures. Participate in security audits and vulnerability assessments. Contribute to the development and enforcement of security policies Collaboration and Communication: Work closely with various departments to understand their IT needs and provide support. Communicate effectively with team members and end-users. Contribute to knowledge-sharing sessions within the IT teamOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 14th Jan'24 and 18th Feb'243. are available for duration of 5 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.25WebsiteWelcome to the forefront of delivery innovation with Shop Sync, where the future of delivery has arrived, and it's more sustainable, efficient, and cutting-edge than ever before. Embrace a revolutionary shift in the delivery landscape as we introduce a greener, faster, and self-driving solution that is set to redefine the way goods reach their destination.  At Shop Sync, we take pride in being pioneers in the world of autonomous delivery solutions. Our commitment to environmental sustainability is at the core of what we do. Say goodbye to traditional delivery methods and hello to a smarter, more eco-friendly approach. We have harnessed the power of self-driving technology to create a seamless and swift delivery experience that not only saves time but also reduces our carbon footprint. "
140,Backend Development,MATADIN RATANLAL,Work From Home,"₹ 5,000-7,000 /month","Selected intern's day-to-day responsibilities include:  1. Working on coding and development 2. Working on testing and quality assurance 3. Working on collaboration and documentationOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 13th Jan'24 and 17th Feb'243. are available for duration of 2 months4. have relevant skills and interests1At MATADIN RATANLAL, we are pioneers in the wholesale textile industry, dedicated to providing top-quality fabrics and textiles to meet the diverse needs of our clients. With a legacy of 50+ years, we have established ourselves as a trusted hub for textile trade, connecting manufacturers and retailers seamlessly."
141,Product Analysis,ClearTax,Bangalore,"₹ 20,000 /month","We're seeking a smart and tech-savvy intern to support our product and engineering teams with areas like analytics, customer success playbooks/ automation scripts, OCR models training, etc.  Selected intern's day-to-day responsibilities include:  1. Helping the product team by automating repetitive work using Google Suite and Python Scripts 2. Helping the OCR team by labeling and training OCR models 3. Making product playbooks 4. Making dashboards using SQL  Why Join Our Team: We value a culture of independence and encourage a proactive mindset, especially when it comes to automating workflows. This internship is an opportunity to contribute to our product's success by ensuring our processes are streamlined and efficientOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 14th Jan'24 and 18th Feb'243. are available for duration of 6 months4. have relevant skills and interests1. High agency, curiosity, and hunger to learn are must-haves2. Immediate availability and being able to work from our Bangalore office3. Familiarity with Google Suite products is a must4. Proficiency in SQL is a plusWhy Intern with Us? 1. Gain hands-on experience on cutting-edge 0-1 global supply chain SaaS products. 2. Opportunity to collaborate with our talented product and engineering teams. 3. Learn and grow in a dynamic environment while making a real impact on our efficiency.1WebsiteWe are a fintech SaaS company operating in B2C and B2B space providing compliance solutions to our customers."
142,Game Development,A Plus Associates LLP,Tiruvanammalai,"₹ 10,000-12,000 /month","The Game Development team at A Plus Associates LLP is seeking a talented and passionate intern to join our dynamic and fast-paced environment! If you have a strong knowledge of Blender 3D and Animation, then this is the internship for you. Get ready to unleash your creativity and make an impact in the gaming industry!  Key Responsibilities: 1. Collaborate with the team to create high-quality 3D models using Blender, ensuring they fit within the art style and technical requirements of our games. 2. Assist in creating captivating animations for characters, objects, and environments, bringing them to life and enhancing the player experience. 3. Participate in brainstorming sessions, contributing innovative ideas and concepts to improve our game designs. 4. Help optimize and debug game assets to ensure seamless integration and performance on various platforms. 5. Stay up to date with industry trends and technology advancements, actively researching and implementing new techniques to enhance our game visuals. 6. Provide support to the team in various tasks, including level design, UI implementation, and game testing. 7. Contribute to a positive and collaborative work environment, actively sharing knowledge and ideas with fellow team members to foster growth and learning.  If you are a motivated individual who thrives in a creative and challenging environment, this internship offers the perfect opportunity to gain hands-on experience and make a real impact in the game development field. Join us at A Plus Associates LLP and let's create unforgettable gaming experiences together!Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 14th Jan'24 and 18th Feb'243. are available for duration of 6 months4. have relevant skills and interests5WebsiteWe are a catalyst for sustainable development through education and training. We run Arunachala Training Center, a subsidiary of A Plus Associates in Tiruvannamalai, Tamil Nadu."
143,Teaching Artificial Intelligence (AI),GEMA Education Technology Private Limited,Work From Home,"₹ 1,000 /month","We are seeking a highly motivated and enthusiastic individual to join our team as an online artificial intelligence and machine learning teacher intern. This internship position provides a valuable opportunity to gain hands-on experience in teaching and mentoring students in the exciting fields of artificial intelligence (AI) and machine learning (ML).  Selected intern's day-to-day responsibilities include:  1. Assist in designing and delivering online AI and ML courses 2. Collaborate with experienced instructors to develop engaging and comprehensive course materials, including lesson plans, presentations, and assignments 3. Help students understand complex AI and ML concepts through effective communication and provide guidance on problem-solving techniques  Skills & Requirements:  1. Pursuing or recently completed a degree in computer science, data science, or a related field with a focus on AI and ML 2. Strong foundation in AI and ML concepts 3. Familiarity with core concepts such as supervised and unsupervised learning, neural networks, deep learning, data preprocessing, and model evaluation 4. Proficiency in Python programming is essential, along with experience in libraries and frameworks commonly used in AI and ML, such as TensorFlow, PyTorch, or sci-kit-learn 5. Excellent verbal and written communication skills 6. Prior experience in teaching, tutoring, or mentoring is a plus 7. Comfortable using online teaching platformsOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 14th Jan'24 and 18th Feb'243. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.3WebsiteGEMA Education Technology Private Limited is an innovative education platform that offers a variety of engaging, small-group classes online. Unlike traditional classes, GEMA classes give kids the unique opportunity to explore their interests in-depth via interactive, live videos by experienced, independent educators. When GEMA was founded in 2019, homeschoolers were the first to discover our classes, but it wasn't long before kids in conventional schools began supplementing their education with fun and unique, interest-based classes. During the COVID-19 pandemic, GEMA became vital to families who wanted to keep kids learning, social, and pursuing their passions. Today, GEMA offers more than 140,000 live online classes to more than 1,000,000 learners in 183 countries worldwide."
144,Reactjs Development,Hyggex Digital Services Private Limited,Work From Home,"₹ 5,000 /month","Key Responsibilities:  1). Develop and Implement Features: You will be responsible for developing and implementing new features in the adaptive learning dashboard using React JS. This includes understanding requirements, writing clean and efficient code, and integrating these features into the existing platform.  2). Collaborate with Cross-Functional Teams: Work closely with UX/UI designers, backend developers, and product managers to ensure seamless integration and alignment with the overall project objectives. Your input will be crucial in design discussions, code reviews, and problem-solving sessions.  3). Testing and Optimization: Engage in testing your own code to identify bugs and issues before deployment. You will also be involved in optimizing the application for maximum speed and scalability, ensuring a smooth user experience.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 14th Jan'24 and 18th Feb'243. are available for duration of 2 months4. have relevant skills and interests2HyggeX is an innovative ed-tech startup targeting the Indian market, focusing on students aged 13 to 25. Our mission is to transform the educational landscape by providing personalized and emotionally supportive learning experiences. HyggeX stands out with its unique offerings: AdaptMate for tailored learning, LifeMentor for psychological support, and TaskTick for improved time and task management. At the core of our approach is the integration of adaptive learning with psychological insights, catering to the individual needs of students. Currently, in the development stage, we aim to fill the gaps in the traditional educational system, focusing on creating well-rounded, emotionally resilient, and academically proficient individuals. HyggeX is not just about academic excellence; it's about nurturing a balanced and holistic educational journey for every student."
