Unnamed: 0,job_title,company_name,location,salary,description,company_description,jobs_posted,hired_to_posted_ratio,has_company_logo,job_description_length,Important_Word_Count,important_words,currency_in_title,htp_ratio,no_of_employee,verified
724,"
                                Web Development                            ",Codal.in,Work from home,"₹ 1,000-3,000 /month","Selected intern's day-to-day responsibilities include:  1. Design, implement and manage websites using no code / low code platforms 2. Handle customization of themes 3. Work on overriding existing functionality of themes and plugins with Web Hooks 4. Collaborate with members of the creative team 5. Manage front-end and back-end website development 6. Troubleshoot and resolve website problems for clients and users 7. Stay on top of new developments in software, trends, and practices 8. Optimize the website for world-class speed and user experience 9. Work on both back-end and front-end development of the website including theOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 4 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.5Instagram pageWe are one of India's fastest-growing independent agencies. We offer services on UX design, development, marketing, and talent consultation. We want to be an agency that clients get excited to be pitched to and that they value working with. We want to create a framework that cares for our team and allows them to bring their best self to work. We want to create a culture that inspires our people and encourages them to inspire action in others. We care deeply about our people, our partners, and our clients and we genuinely believe that agencies can be better.",1,85,0.9647058823529412,1,1,12,1,1,1,,1
725,"
                                Full Stack Development                            ",Tavago Tech Private Limited,Chennai,"₹ 10,000 /month","Are you a tech-savvy individual with a passion for Full Stack Development? Tavago Tech Private Limited is seeking a dynamic intern to join our team! As a Full Stack Development intern, you will have the opportunity to work with cutting-edge technologies such as JavaScript, HTML, CSS, ASP.NET, Bootstrap, C#, and MS SQL Server.  Key Responsibilities: 1. Develop and maintain web applications using the latest technologies 2. Collaborate with cross-functional teams to design and implement new features 3. Test and debug code to ensure high performance and functionality 4. Optimize applications for maximum speed and scalability 5. Assist in database design and management using MS SQL Server 6. Stay current on industry trends and best practices in Full Stack Development 7. Contribute to the overall success of the team by actively participating in team meetings and projects  If you are a motivated self-starter with a strong foundation in Full Stack Development, we want to hear from you! Join us at Tavago Tech and take your career to the next level. Apply now!Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 28th Mar'24 and 2nd May'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1Tavago Tech delivers intelligent solutions for the consumer and retail market world-wide using a cutting-edge 5G technology coupled with Internet of Things (IoT), Real-Time Location Systems (RTLS) and sensor networking to track any movable assets/objects, pets and humans.  We're involved in the business of providing solutions using a cutting-edge 5G, UWB, RFID, NB-IoT, GPS, mobile and any other wireless technologies coupled with Internet of Things (IoT), sensor network, artificial intelligence, virtual simulation for the consumer, retail, government and enterprise market world-wide and other Internet technologies as support base, including designing, development, manufacturing, customisation, implementation, maintenance, testing and benchmarking, management, designing, developing and dealing in computer software and solutions, and management consulting.",1,4,0.5,1,1,7,1,1,1,,1
726,"
                                Software Development                            ",Blackcoffer,Work from home,"₹ 10,000-12,000 /month","Selected intern's day-to-day responsibilities include:  1. Working on developing web applications 2. Working on SaaS-based application development 3. Working on web technologies such as React.js, Node.js, etc. 4. Working on NoSQL databases on the back-end such as MongoDB, PostgreSQL 5. Working on real-time dashboard development 6. Working on admin dashboard development 7. Working on front-end and back-end parts of the products 8. Working on product development 9. Working on API development 10. Working on cloud platforms like GCP, AWS, Azure, Linode, and Heroku 11. Working on tech stacks such as React, Node.js, Python, and Angular.jsOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 6 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.10WebsiteBlackcoffer is an enterprise software and analytics consulting firm based in India and the European Union (Malta). It is a data-driven, technology, and decision science firm focused exclusively on big data and analytics, data-driven dashboards, applications development, information management, and consulting of any kind, from any source, on a massive scale. We are a young and global consulting shop helping enterprises and entrepreneurs solve big data and analytics, data-driven dashboards, applications development, and information management problems to minimize risk, explore opportunities for future growth, and increase profits more effectively. We provide intelligence, accelerate innovation, and implement technology with extraordinary breadth and depth of global insights into big data, data-driven dashboards, application development, and information management for organizations by combining unique and specialist services and high-level human expertise.",1,2880,0.4631944444444444,1,1,13,1,1,1,,1
727,"
                                Machine Learning                            ",Karma Ecotech Private Limited,Delhi,"₹ 2,000-10,000 /month","We are looking for a dynamic 'Machine Learning intern' to join our team at Karma Ecotech Private Limited. If you have a passion for Machine Learning, Python, Artificial intelligence, and Computer Vision, then this is the perfect opportunity for you!  Selected intern's day-to-day responsibilities include:  1. Assisting in the development and implementation of machine learning models to analyze data and drive insights 2. Collaborating with the team to design and optimize algorithms for various projects 3. Conducting research and staying up-to-date with the latest trends in machine learning and artificial intelligence 4. Working on computer vision projects to enhance our technology and products 5. Participating in brainstorming sessions and contributing innovative ideas to enhance our machine learning capabilities 6. Assisting in gathering and cleaning data for training machine learning models 7. Supporting the team in testing and troubleshooting machine learning algorithms to ensure optimal performance  If you are a motivated and talented individual with a strong background in machine learning and a desire to learn and grow in a fast-paced environment, then we want to hear from you! Apply now to join our innovative team at Karma Ecotech Private Limited.Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 28th Mar'24 and 2nd May'243. are available for duration of 1 month4.  are from or open to relocate to Delhi and neighboring cities5. have relevant skills and interests* Women wanting to start/restart their career can also apply.1WebsiteKarma is an industry-first digital marketplace in the field of plastic waste management. We are helping brands fulfill their post-consumer plastic waste EPR targets.",1,1,0.0,1,1,5,1,1,0,,0
728,"
                                Generative AI Machine Learning                            ",Arakoo.ai,"Delhi, Noida","₹ 20,000-30,000 /month","Selected intern's day-to-day responsibilities include using Qlora (https://github.com/artidoro/qlora) and Axolotl (https://github.com/OpenAccess-AI-Collective/axolotl) for finetuning Llama2 models.Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 28th Mar'24 and 2nd May'243. are available for duration of 3 months4.  are from or open to relocate to Delhi, Noida and neighboring cities5. have relevant skills and interests1WebsiteArakoo.ai is an open-source startup that is building infrastructure for the GPT-class of AI models (like ChatGPT, Anthropic, and Bard). Our main framework - EdgeChains - is a framework for building large-scale distributed LLM AI systems. We integrate the latest in algorithmic research in the space of large language models along with the infrastructure & DevOps know-how to scale it seamlessly.",1,21,0.5714285714285714,1,1,0,0,1,1,,1
729,"
                                Web Development                            ",ZENONE STUDIOZ PVT. LTD.,Mumbai,"₹ 10,000 /month","Selected intern's day-to-day responsibilities include:  1. Design and Architecture: Designing and creating scalable software, including front-end and server-side architecture 2. Coding: Writing clean, functional code on both the front-end and back-end of applications 3. Database Management: Developing and managing well-functioning databases and applications 4. Testing: Testing software to ensure responsiveness and efficiency and fixing bugs or other coding issues 5. Maintenance: Troubleshooting, debugging, and upgrading software 6. Security: Creating security and data protection settings 7. Documentation: Writing technical documentation to support the software and its maintenanceOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 28th Mar'24 and 2nd May'243. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1. Candidates pursuing or who have completed computer engineering are preferred.2. Passion and drive are a must.1WebsiteZenone Studioz is in the business of art. We are into content production in the feature and web spaces. Primarily working in the Hindi and Telugu industries. We are working with well-known talents in both markets.  We have recently ventured into health care with Zenone Mediad Pvt. Ltd. as a start-up.",1,1,0.0,1,1,6,1,1,0,,0
730,"
                                MERN                            ",PatilKaki,Work from home,"₹ 5,000-15,000 /month","Selected intern's day-to-day responsibilities include:  1. Assisting in the development of web applications using the MERN stack 2. Collaborating with the development team to design, implement, and test new features 3. Writing clean, maintainable, and efficient code 4. Participating in code reviews to ensure code quality and adherence to best practices. 5.  Troubleshooting and debugging issues as they arise during development and testing phases 6. Learning and applying new technologies and tools as needed 7. Contributing to the improvement of development processes and workflows. 8. Communicating effectively with team members and stakeholders to gather requirements and provide updates on project progress 9. Documenting code and processes to facilitate knowledge transfer and future maintenance 10. Assisting in deploying applications to production environments and monitoring their performance.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 6 months4. have relevant skills and interests2PatilKaki is a local home brand turned online snack store that had started as a two-person team but has now bloomed into a strong 30-person family. PatilKaki has a community of 10,000+ people and our products have reached the farthest corners of India. Our story was covered by Midday and even by Times Retail. The name may sound naive, but we're very technology-driven for a product company. Our entire OMS has been developed in-house. With these combined efforts, PatilKaki has had a staggering month-on-month growth rate since its inception. We're looking for people who can join us in this meteoric growth. All things considered, PatilKaki is the place to be if you want to experience the taste of startup culture and work with great people.",1,326,0.2331288343558282,1,1,9,1,1,1,,1
731,"
                                Figma Designer                            ",Agrichikitsa,Work from home,"₹ 2,500 /month","Are you passionate about agriculture and design? Join AgriChikitsa as a Figma designer intern and help us revolutionize the way farmers interact with technology! As part of our team, you will have the opportunity to work on cutting-edge projects that will directly impact the agricultural industry.  1. Collaborate with product managers and developers to create user-centered designs 2. Design intuitive and visually appealing interfaces for our web and mobile applications 3. Conduct user research and testing to gather valuable feedback for design improvements 4. Create wireframes, prototypes, and mockups to communicate design ideas effectively 5. Work closely with the marketing team to create engaging visuals for promotional materials 6. Stay up-to-date on industry trends and best practices to continually improve design skills 7. Assist with other design-related tasks as needed to support the team's goals  If you are a creative problem solver with a passion for design and agriculture, we want to hear from you! Apply now and be a part of our mission to empower farmers with innovative technology solutions.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1. Knowledge of video editing (preferred): Familiarity with video editing software and basic techniques (cutting, trimming, and transitions) is a plus.2WebsiteAgrichikitsa is created to resolve agricultural issues like improper use of agricultural inputs, post-harvest losses, pests, weeds, and disease attacks on crops. Since the reach of smart and mechanized farming in rural areas is limited, not everyone is aware of it. Hence, we at Agrichikitsa offer integrated and tech-based farming practices that cover various domains of agriculture and provide quality assurance to farmers, investors, and consumers. We also train the farmers on how to precisely use their resources to maximize yield and profit.",1,1,0.0,1,1,3,1,1,0,,0
732,"
                                Artificial Intelligence (AI)                            ",Workik,Work from home,"₹ 12,500 /month",Selected intern's day-to-day responsibilities include:  1. Work with AI APIs and build Applications based on the requirements 2. Understand the AI output and refine the model 3. Build Frontend systems 4. Build backend APIs and integrate them with the system 5. Collaborate and work with the team on the project requirementsOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 4 months4. have relevant skills and interestsNeeds to be a full stack developer2WebsiteWorkik is the new-generation AI platform for software developers. Workik helps you generate code and build software applications faster.,1,40,0.75,1,1,2,1,1,1,,1
733,"
                                Backend Development                            ",Branding Catalyst,Mumbai,"₹ 2,000 /month +  Incentives","Selected intern's day-to-day responsibilities include:  1. Understanding user requirements/specifications and translating the same into user-friendly website layouts like HTML, DIVs, Table design, and CSS 2. Being able to understand user requirements/specifications and translate the same into user-friendly website layouts like HTML, DIVs, Table design and CSS Working on developing responsive web applications 3. Working on UI development 4. Working on HTML and front-end development 5. Working on WordPress site design, updating, and maintenance  Note: INR 2,000 for base to cover for traveling or basic expense and INR 8,000 is for people who successfully complete a project.Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 26th Mar'24 and 30th Apr'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of Rs. 300000 to 500000 /yearStipend structure: This is a performance-based internship. In addition to the minimum-assured stipend, you will also be paid a performance-linked incentive (₹ 8000 per project).5Branding Catalyst powers our clients' businesses with innovative technologies that are established and changing the way their people and customers experience work, life, and entertainment. Join Branding Catalyst and you'll translate the operational needs of the world's governments and leading businesses into the innovative technical solutions that will enable them to better serve their customers. You'll deliver everything from point solutions for a single business function and large, long-term outsourcing services to complex systems integration installations spanning multiple businesses and functions. You'll create custom-designed solutions or integrate our technology platforms with their operations.",1,49,0.3061224489795918,1,1,10,1,1,1,,1
734,"
                                WordPress Development                            ",Harsheen Kaur,Work from home,"₹ 1,000 /month","Selected intern's day-to-day responsibilities include:  1. Theme Development: Design and develop custom WordPress themes that align with Ecoearthly's branding and aesthetic, ensuring a seamless and visually appealing user experience 2. Website Structure: Establish the website's structural framework, including navigation menus, page layouts, and content organization, to optimize usability and accessibility for visitors 3. Plugin Integration: Integrate and configure WordPress plugins to enhance website functionality, such as SEO optimization, social media integration, contact forms, and e-commerce capabilities 4. Responsive Design: Implement responsive design principles to ensure the website performs optimally across various devices and screen sizes, providing a consistent user experience for all users 5. Customization: Customize and tailor WordPress themes and plugins as needed to meet specific project requirements and accommodate unique features or functionalities 6. Optimization: Perform ongoing website maintenance and optimization tasks, including site speed optimization, security enhancements, and performance monitoring, to ensure optimal site performance 7. Content Management: Assist in content management tasks, such as uploading blog posts, images, videos, and other multimedia content, and provide training and support to internal users as needed 8. Troubleshooting: Diagnose and resolve technical issues, bugs, and compatibility issues as they arise, employing problem-solving skills and attention to detail to deliver high-quality solutionsOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1I'm Harsheen Kaur, an avid environmentalist and the driving force behind Ecoearthly. As a passionate advocate for sustainable living, I dedicate myself to inspiring and empowering others to make eco-conscious choices. Through Ecoearthly, I curate valuable resources and practical tips to help individuals embrace a greener lifestyle, one step at a time. Join me on this journey to create a more sustainable world for generations to come.",1,1,0.0,1,1,6,1,1,0,,0
735,"
                                Full Stack Development                            ",Idea Usher,Work from home,"₹ 15,000-18,000 /month","Selected intern's day-to-day responsibilities include:  1. Collaborate with the development team to design and develop user-friendly web applications using ReactJS, Node.js, and Angular.js 2. Create and implement efficient back-end solutions using Python, MySQL, MongoDB, and PHP to ensure seamless integration with front-end applications 3. Write clean and maintainable code while adhering to best coding practices and industry standards 4. Conduct thorough testing and debugging to identify and resolve any issues or bugs in the application 5. Assist in the deployment and maintenance of web applications on various hosting platforms 6. Stay updated with the latest trends and advancements in web development technologies to suggest innovative solutions 7. Collaborate with cross-functional teams to effectively contribute to the overall development process and deliver exceptional resultsOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 6 months4. have relevant skills and interests2WebsiteIdea Usher is a leading software development and digital marketing agency headquartered in Chandigarh and has offices in the US, Canada, the UK, and Australia. We work with entrepreneurs and help businesses gain sustainable competitive advantages through the effective implementation of technology. We provide services in mobile app development, ERP development, and blockchain development. As an organization, we want to work with enthusiastic and initiated people who are passionate about technology and developing products that solve problems.",1,508,0.2893700787401574,1,1,16,1,1,1,,1
736,"
                                Android App Development                            ",Samrat Motors,Ghaziabad,"₹ 5,000-8,000 /month","Selected intern's day-to-day responsibilities include:  1. Gather requirements for project specifications 2. Design user interfaces according to gathered requirements 3. Develop and create the application, adhering to the designed interface and project specifications  4. Study requirements thoroughly to ensure accurate flow and functionalityOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 28th Mar'24 and 2nd May'243. are available for duration of 3 months4.  are from or open to relocate to Ghaziabad and neighboring cities5. have relevant skills and interests* Women wanting to start/restart their career can also apply.Candidates studying Computer Science are preferred1WebsiteAt Samrat Motors, we pride ourselves on being a cornerstone in the automotive community since our establishment in 1977. With decades of experience and unwavering commitment, we have emerged as a premier destination for Yamaha motorcycle enthusiasts. Our passion for bikes and dedication to customer satisfaction have made us a trusted name in the industry.",1,1,0.0,1,1,0,0,1,0,,0
737,"
                                React Native Developement                            ",Psymate,Noida,"₹ 5,000 /month +  Incentives","Selected intern's day-to-day responsibilities include:  1. Coding and Development: The intern will be responsible for coding and development tasks using React Native framework to build mobile applications. 2. Bug Fixing and Troubleshooting: They will assist in identifying and resolving bugs, glitches, and other technical issues in the React Native applications. 3. Feature Implementation: Collaborate with the team to implement new features and functionalities based on project requirements. 4. Code Review and Testing: Participate in code reviews and conduct testing to ensure the quality and reliability of the applications. 5. Documentation: Maintain documentation for codebase, APIs, and other relevant project information to facilitate knowledge sharing and future development. 6. Continuous Learning: Stay updated with the latest trends, tools, and technologies in mobile app development, particularly in the React Native ecosystem. 7. Communication and Collaboration: Communicate effectively with team members, share progress updates, and collaborate on project tasks to meet deadlines. 8. Adaptability and Problem-Solving: Adapt to changing project requirements and contribute to problem-solving efforts to overcome technical challenges. 9. Research and Innovation: Conduct research on best practices, new libraries, and techniques to enhance the performance and user experience of React Native applications. 10. Feedback and Improvement: Provide constructive feedback on the existing codebase and suggest improvements for enhancing the overall efficiency and maintainability of the applications.Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 28th Mar'24 and 2nd May'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.Stipend structure: This is a performance-based internship. In addition to the minimum-assured stipend, you will also be paid a performance-linked incentive (₹ 500 per task).3WebsitePsymate is a passion project and a labor of love; it's a platform that is enabling unprecedented convergence of world-class, evidence-based Psychiatry, and Psychology services for the treatment of mental health disorders with a personalized and integrative treatment approach, powered by cutting-edge technology and a deep commitment for treating people",1,1,0.0,1,1,7,1,1,0,,0
739,"
                                Dashboard Developer                            ",Vivek Anand Saravanan,Madurai,"₹ 40,000 /month +  Incentives","Selected intern's day-to-day responsibilities include:  1. Creating dashboards 2. Working on data analysis 3. Working on data visualizationOnly those candidates can apply who:1. are available for the part time job/internship2. can start the part time job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 5 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.Stipend structure: This is a performance-based internship. In addition to the minimum-assured stipend, you will also be paid a performance-linked incentive (₹ 1000 per dashboard).1LinkedIn profileI am Vivek Anand from Chennai working in the manufacturing sector and having 18+ years of experience. ",1,3,0.0,1,1,0,0,1,0,,0
740,"
                                Website Development And Design                            ",Slaughter & Fox,Kolkata,"₹ 15,000-45,000 /month","You should be full stack and must possess both skill sets.  Selected intern's day-to-day responsibilities include:  1. Work on design responsibilities 2. Create visually appealing designs for websites. 3. Prepare brochures, cards, and other digital art items as required 4. Work on website responsibilities 5. Design, develop, and launch websites using your expertise in website development 6. Implement design elements seamlessly into functional websites 7. Apply best practices for user experience and responsive design to create engaging and user-friendly websites 8. Work on research responsibilities (when not working on the website/design work) 9. Conduct market research (on vendors, companies, suppliers, manufacturers, etc.) 10. Assist in data recording and analysis to support business requirementsOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 28th Mar'24 and 2nd May'243. are available for duration of 6 months4.  are from or open to relocate to Kolkata5. have relevant skills and interests2WebsiteMahabir Group is a diversified manufacturing and exporting company where we develop various products, especially in Africa. In addition, we manufacture transmission line towers. Applications with us are quite competitive, and we accept less than 1% of applicants who apply- to attract and develop exceptional talents.  No matter what expertise or ambition you possess, at Mahabir, we will provide you with the scope to develop your career and challenges to help you realize your full potential. We are determined to set new standards in whatever we do, with passion and mindset to build solutions for the future, no matter what it holds. Our culture is supportive, open-minded, and passionate. We encourage you to experiment.  Slaughter & Fox is a private label brand owned by Mahabir Group, wherein we white label various products with an internet-first approach. Our main target market is Amazon USA and the flash sale websites globally.",1,149,2.25503355704698,1,1,3,1,1,1,,1
741,"
                                Python Development                            ",Nioclass,"Delhi, Noida, Gurgaon, Ghaziabad","₹ 10,000-17,000 /month","Selected intern's day-to-day responsibilities include:  1. Building dashboards using Python and MySQL to capture user engagement and activity 2. Build new product features and optimize codebase for existing feature sets 3. Collaborating with product managers to develop and test backend code 4. Collaborating with UI-UX designers to develop the frontend 5. Quickly incorporating feedback (internal and external) to improve design and reliabilityOnly those candidates can apply who:1. are available for the part time job/internship2. can start the part time job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 3 months4.  are from or open to relocate to Delhi, Ghaziabad, Gurgaon, Noida and neighboring cities5. have relevant skills and interests* Women wanting to start/restart their career can also apply.1WebsiteNioclass is an education company based out of New Delhi, focusing on exam prep for senior secondary, college, and postgraduate students. We raised Rs 1.2 crore in pre-seed funding in early 2022 and launched the MVP in December 2022. We are building the world's most effective educational program for competitive exams. Our offerings include AI-based software to train students to think with mathematical vigor and creativity.  Our products are heavily researched & evidence-backed, with research spanning multiple domains such as cognitive and behavioral psychology, neuroscience, machine learning, AI, policy, governance, and management science.  Manav Kothari, a computer science graduate from Georgia Tech and Harvard University, is the company's founder. He has worked for over 7+ years in the education field, including both the for-profit and not-for-profit space, in India and the US. Our office is located at 4/1 Sarvapriya Vihar, New Delhi.",1,72,0.4444444444444444,1,1,6,1,1,1,,1
742,"
                                WordPress Development                            ",Simple Minds,Work from home,"₹ 7,000 /month","Selected Intern's day-to-day responsibilities include:  1. Consulting with clients to define website design and functionality 2. Architecting the website structure for optimal performance 3. Overseeing website back-end design, incorporating database and server integration 4. Producing custom WordPress themes and plugins 5. Performing thorough website performance tests 6. Monitoring live website performanceOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 6 months4. have relevant skills and interests1. Bachelor’s degree in computer science or a similar field2. Proven work experience as a WordPress developer3. Knowledge of front-end technologies including CSS3, JavaScript, HTML5, and jQuery4. Knowledge of code versioning tools including Git, Mercurial, and SVN5. Experience working with debugging tools such as Chrome Inspector and Firebug6. Good understanding of website architecture and aesthetics7. Ability to manage projects8. Good communication skills9. Office work timings 10:30 AM to 7:30 PM (IST), 5 days per week (full time Internship)10. Duration: 6 Months3WebsiteWith a skilled team, we excel in custom software development, IT consulting, cloud computing, and managed services. Innovating tailored solutions, we drive clients toward their goals by crafting scalable, efficient, and cost-effective outcomes. Committed to perpetual growth, our team stays on the cutting edge of technology for superior client outcomes.",1,31,0.3225806451612903,1,1,11,1,1,1,,1
743,"
                                Technical Support                            ",Korangle Softwares,Work from home,"₹ 8,000 /month","Selected intern's day-to-day responsibilities include handling backend technical work given to them by their managers & sharing the reports accordingly.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 1 month4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1. can start the work from home job/internship between 29th Mar'24 and 31st Mar'242. are available for duration of 1 monthJob offer: On successful conversion to a permanent employee, the candidate can expect a salary of Rs. 100000 to 200000 /year3We believe in helping innovators and creators achieve their dreams. We create solutions that are beautifully designed, easy to understand, cost-effective, and capable of solving the bigger picture. We provide enterprise resource and planning software to schools.",1,96,0.4479166666666667,1,1,1,1,1,1,,1
744,"
                                React Js                            ",PeerXP Technologies,"Karnataka, Bangalore","₹ 8,000 /month","Selected intern's day-to-day responsibilities include:  1. Developing new user-facing features using ReactJS and Redux 2. Building reusable components and front-end libraries for future use 3. Translating designs and wireframes into high-quality code 4. Optimizing components for maximum performance across a vast array of web-capable devices and browsers 5. Meeting with the development team to discuss user interface ideas and applications 6. Reviewing application requirements and interface designsOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 27th Mar'24 and 1st May'243. are available for duration of 6 months4.  are from or open to relocate to Bangalore, Karnataka and neighboring cities5. have relevant skills and interests* Women wanting to start/restart their career can also apply.1. In-depth knowledge of JavaScript, CSS, HTML, and front-end languages.2. Strong understanding of JavaScript, HTML, and CSS.3. Excellent troubleshooting skills.4. Familiarity with ReactJS and associated libraries (Redux).5. A solid understanding of fundamental frontend development principles.6. Knowledge of version control systems, such as Git.7. Excellent problem-solving and analytical skills.8. Good communication and teamwork abilities.9. Ability to work independently and manage time effectively.10. Applying candidates should have a laptop.2WebsitePeerXP is a NASSCOM 10k startup associated with the Government of Haryana and Karnataka. At PeerXP, we believe most SaaS companies (or others running software in the Cloud) want to optimize and fasten their product development cycle. In order to do that they also need great infrastructure and development environment but most companies do not want to be (or do not have the time to be) great at both their product and infrastructure environments. Therefore PeerXP offers PWSLAB to build the processes and tools for companies to be successful.",1,61,0.1147540983606557,1,1,10,1,1,0,,0
745,"
                                Python Development                            ",Jhalak X Corp,Work from home,"₹ 15,000 /month","This is a full-time remote role for a Python developer at Jhalak X Corp.  Selected intern's day-to-day responsibilities include:  1. Working on Back-End development 2. Developing and maintaining backend systems, collaborating with teams, and implementing software solutions for scalability and reliability  Skills required:  1. Object-Oriented Programming (OOP) 2. AWS EC2 3. Dynamo DB 4. Jenkins pipeline setup 5. Docker/Container 6. Web Sockets 7. Rest API 8. JWT Token encryption/decryption 9. Firebase 10. Firestore 11. S3 file storage 12. Payment IntegrationOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Mar'24 and 2nd May'243. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1. Experience in Back-End software development and Object-Oriented Programming (OOP)2. Strong programming skills3. Knowledge of databases and database management4. Ability to collaborate and communicate effectively with cross-functional teams5. Excellent problem-solving and analytical skills6. Minimum 2 years experience working with Python is necessary7. A degree in computer science, software engineering, or a related field is preferred1Jhalak X Corp believes in the transformative power of technology and is a hub of relentless curiosity and expertise dedicated to advancing technology through bespoke software development. They are more than a software company and have a team of skilled developers, UI/UX designers, and project managers who work in harmony to deliver software solutions that exceed clients' expectations. They offer a spectrum of software development services, including emotional support counseling apps, enterprise solutions, mobile app development, web development, and much more.",1,3,0.3333333333333333,1,1,16,1,1,1,,1
746,"
                                Flutter Development                            ",Syflex Technosolution Private Limited,Bhubaneswar,"₹ 4,000 /month +  Incentives","Selected intern's day-to-day responsibilities include:  1. Work with design and API implementation 2. Discuss the project with the client and understandOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 28th Mar'24 and 2nd May'243. are available for duration of 2 months4. have relevant skills and interestsStipend structure: This is a performance-based internship. In addition to the minimum-assured stipend, you will also be paid a performance-linked incentive (₹ 1000 per completion of project).3India is the fertile ground for the best web design and development of brains. Syflex Technosolution Private Limited is a brilliant Indian SEO, web design, and web development company proficient in professional, energetic, and innovative web design services. We are a web design and development company that has a mission to provide you with the best web design and development services. Our main aim is to help you create the optimum website that will offer your rivals' and competitors' websites the competition they actually need. Our company basically fosters web hosting, anti-hacking support, digital marketing, pay-per-click, social media optimization, search engine optimization, graphics design, e-commerce development, WordPress designs and development, website development, and design.",1,26,0.3846153846153846,1,1,13,1,1,1,,1
747,"
                                Product Management                            ",Ketto,Mumbai,"₹ 15,000-25,000 /month","Selected intern's day-to-day responsibilities include:  I. Market Research: 1. Conduct market research to identify potential opportunities and trends in the industry 2. Present findings to the product team to inform decision-making  II. Idea Generation: 1. Collaborate with team members to brainstorm and generate new product ideas 2. Talk to users and external stakeholders to identify problems to solve 3. Participate in ideation sessions and contribute creative insights  III. Product Development: 1. Assist in the development and refinement of product concepts 2. Work closely with the product team to create user stories, wireframes, and specifications 3. Participate in product testing and gather user feedback 4. Analyze feedback data to identify areas for improvement and optimizationOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 28th Mar'24 and 2nd May'243. are available for duration of 6 months4. have relevant skills and interests1. Current enrollment in a bachelor's degree program, preferably in engineering, computer science, or a related field, and a master's degree program, preferably in business, marketing, engineering, or a related field.2. Strong analytical and problem-solving skills.3. Excellent communication and teamwork abilities.4. Proactive and self-motivated with a strong desire to learn.5. Familiarity with product management and UX concepts and tools is a plus.1WebsiteKetto is an online crowdfunding platform for social causes, NGOs, and medical needs. From touching millions of lives to empowering people, Ketto has enabled people to fulfill their dreams and help their loved ones in their times of distress. Having raised over Rs. 800 crores so far, Ketto has become Asia's most trusted crowdfunding platform with a network of over 55 lakh donors who have funded over 2.8 lakh fundraisers.  Ketto is Asia's most trusted and visited crowdfunding platform that helps you raise funds for medical emergencies, personal needs & charitable causes. We've raised over 1000+ crores with our expertise and credibility in the crowdfunding space from over 3 million donors.",1,8,0.0,1,1,11,1,1,0,,0
