job_title,company_name,location,salary,description,company_description,hired_to_posted_ratio,has_company_logo,job_description_length,Important_Word_Count,important_words,currency_in_title,authentic,htp_ratio,result
Full Stack Developer,MentorBoxx,Work from home,"₹ 5,00,000 - 10,00,000","Key responsibilities:  1. Design, develop, test, deploy, and maintain web applications 2. Build efficient and reusable code and libraries 3. Troubleshoot and debug web applications 4. Integrate with databases, APIs, and third-party web services 5. Collaborate with other team members to ensure high quality and industry standards 6. Implement security features and data protection 7. Monitor performance and suggest improvements 8. Ensure cross-browser compatibility of applications 9. Utilize your expertise to develop, test, and debug web applications using C++ programming, C programming, JavaScript, HTML, CSS, MongoDB, SQL, Express.js, ReactJS, Node.js, and data structures 10. Work on being a part of a cross-functional team of developers to troubleshoot and develop solutions for the ever-changing demands of our usersAnnual CTC: ₹ 5,00,000 - 10,00,000 /year10Our sole aim at MentorBoxx is to bridge the gap between universities & industries. We select 30 students every month to regularly interact with the right industry experts, work on live industry projects, and grasp as much industry knowledge as possible.",1,0.018927445,1,1,7,1,1,0,0,
Senior Front End Developer,Guruji Astro,Jaipur,"₹ 8,00,000 - 12,00,000","Job Description: We are looking for a Senior Frontend Developer with a proven track record of designing and implementing captivating user interfaces. The ideal candidate should have a minimum of 3 years of professional experience in frontend development and a strong passion for creating intuitive and responsive web applications. In this role, you will work closely with our cross-functional team of designers, backend developers, and product managers to bring our visions to life.  Key responsibilities:  1. Develop and maintain responsive, user-friendly web applications and websites that meet both technical and business requirements 2. Collaborate with the design team to implement pixel-perfect user interfaces that enhance user experience and brand consistency 3. Write clean, efficient, and maintainable code using industry-standard technologies and best practices 4. Ensure the optimal performance and scalability of web applications through regular code optimization and performance profiling 5. Stay up-to-date with the latest frontend development trends, libraries, and tools to drive continuous improvement 6. Troubleshoot and debug frontend issues, and provide timely resolutions to support ongoing operations 7. Mentor and guide junior developers, providing code reviews and sharing knowledge within the team 8. Participate in code reviews, sprint planning, and other Agile development processes to ensure high-quality deliverables  Qualifications:  1. Bachelor's/Master's degree in Computer Science, Software Engineering, or a related field, or equivalent work experience. 2. A minimum of 3 years of professional front-end development experience. 3. Proficiency in HTML, CSS, JavaScript, and related frontend technologies. 4. Strong experience with modern JavaScript frameworks such as ReactJS, VueJS, NextJS or AngularJS. 5. Solid understanding of RESTful APIs and integrating them into web applications. 6. Experience with version control systems (e.g., Git) and package managers (e.g., npm or yarn). 7. Knowledge of responsive design principles and mobile-first development. 8. Strong problem-solving skills and a keen eye for detail. 9. Excellent communication and teamwork abilities. 10. Familiarity with UX/UI principles and design tools is a plus.1. Candidates with minimum 1 years of experience.Annual CTC: ₹ 8,00,000 - 12,00,000 /year1Guruji Astro is an online platform for astrology and Kundli predictions from the best astrologers in India. Users can talk to astrologers on call or live chat. They can also opt for a complete annual astrological report or post a question on astrology. Astrology questions could be on any subject, from marriage and love life to career or health.",1,0.146010187,1,1,10,1,1,1,1,
Back End Management Executive,Infoline India Private Limited,Akola,"₹ 4,00,000 - 7,00,000","Key responsibilities:  1. Manage and analyze large datasets using MS-Excel to identify trends, patterns, and insights 2. Develop and maintain efficient backend systems and processes to ensure smooth operations 3. Collaborate with cross-functional teams to gather requirements and ensure timely delivery of reports and analytics 4. Streamline data management processes and implement automation solutions to improve efficiency 5. Conduct regular audits to ensure data accuracy and integrity, and provide recommendations for improvement 6. Generate comprehensive reports and dashboards to effectively communicate key metrics to management 7. Stay updated with industry trends and best practices in data management and analysis to drive continuous improvement  As a Backend Management Executive at Infoline India Private Limited, you will play a crucial role in managing and analyzing large datasets using MS-Excel. Your expertise in Excel will be instrumental in identifying trends, patterns, and insights that will drive strategic decision-making within the company. You will be responsible for developing and maintaining efficient backend systems and processes, collaborating with cross-functional teams, and generating comprehensive reports and dashboards. Your attention to detail and commitment to data accuracy will be vital in ensuring the integrity of our data. Additionally, you will have the opportunity to streamline data management processes, implement automation solutions, and contribute to continuous improvement efforts. Join us in this exciting role where you can make a significant impact on our operations and contribute to our overall success.1.  Those who are from or open to relocate to Akola, Aurangabad, Kolhapur, Latur, Nanded, Pune, Ratnagiri, Sangli, Solapur, Amravati, Parbhani, Osmanabad, Satara, Nagpur, Nashik and neighboring citiesAnnual CTC: ₹ 4,00,000 - 7,00,000 /year20Infoline India is a consulting company that offers a wide range of services in the areas of human resources management, IT, marketing, and legal consulting, among others. The business began as a small management and financial services consulting firm but has, over the course of its 10-year history, grown organically to include service offerings in various industries. The teams of analysts, trainers, and consultants within the organization are well versed in a number of industries, and Infoline India clients within the not-for-profit, for-profit, and government sectors.",1,0,1,1,2,1,1,0,0,
Associate Programmer,MUKESH SHARMA,Work from home,"₹ 9,00,000 - 12,00,000","Key responsibilities:  1. Develop innovative and efficient algorithms to optimize software performance 2. Collaborate with cross-functional teams to design, develop, and implement algorithmic solutions 3. Analyze and debug complex software issues, providing timely and effective resolutions 4. Conduct thorough testing and documentation of algorithms to ensure accuracy and reliability 5. Stay updated with the latest industry trends and advancements in algorithm development 6. Assist in the optimization and enhancement of existing algorithms to improve overall system efficiency 7. Participate in code reviews, providing valuable insights and suggestions for improvementAnnual CTC: ₹ 9,00,000 - 12,00,000 /year4It is inolved in Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]",1,0,1,1,6,1,1,0,0,
Associate Mobile App Developer,MUKESH SHARMA,Work from home,"₹ 9,00,000 - 12,00,000","Key responsibilities:  1. Collaborate with senior developers: Work closely with experienced mobile app developers to design, develop, and maintain high-quality mobile applications 2. Code development: Write efficient, maintainable, and reusable code while adhering to best practices in mobile application development 3. Testing and debugging: Conduct unit testing and assist in the identification and resolution of bugs and performance issues to ensure the reliability of mobile applicationsAnnual CTC: ₹ 9,00,000 - 12,00,000 /year4It is inolved in Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]",1,0,1,1,4,1,1,0,0,
Artificial Neural Networks Executive,MUKESH SHARMA,Work from home,"₹ 9,00,000 - 12,00,000","We are seeking a dynamic and talented artificial neural networks executive who possesses a deep understanding of Natural Language Processing (NLP). Join our innovative team and work on cutting-edge projects that shape the future of AI-driven technologies. As a key member of our company, you will have the opportunity to showcase your expertise and contribute to groundbreaking advancements in the field.  Key responsibilities:  1. Develop and implement AI models utilizing Artificial Neural Networks and NLP techniques 2. Conduct thorough research and stay up-to-date with the latest advancements in NLP to drive innovation 3. Collaborate with cross-functional teams to identify business requirements and design scalable AI solutions 4. Train and fine-tune NLP models using large datasets to optimize accuracy and performance 5. Perform extensive data analysis and provide actionable insights to enhance model performance 6. Evaluate and benchmark various NLP algorithms and frameworks to identify the most efficient solutions 7. Communicate complex technical concepts to both technical and non-technical stakeholders, promoting the value of AI-driven technologies  If you are passionate about AI, thrive in a fast-paced environment, and want to be part of a team that revolutionizes the industry, then this position is perfect for you. Join us and embark on an exciting journey to reshape the future with artificial neural networks and NLP expertise.Annual CTC: ₹ 9,00,000 - 12,00,000 /year4It is inolved in Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]",1,0,1,1,4,1,1,0,0,
Associate Java Developer,MUKESH SHARMA,Work from home,"₹ 9,00,000 - 12,00,000","We are seeking a talented and enthusiastic associate Java developer to join our dynamic team. As an associate Java developer, you will have the opportunity to work on exciting and challenging projects, collaborating with a team of experienced professionals in a fast-paced environment.  Key responsibilities:  1. Developing high-quality software solutions using Java and related technologies to meet client requirements 2. Participating in all phases of the software development lifecycle, including requirements gathering, design, coding, testing, and deployment 3. Collaborating closely with cross-functional teams to understand project requirements and deliver innovative solutions 4. Writing clean, efficient, and maintainable code following industry best practices and coding standards 5. Conducting unit testing and debugging to ensure software functionality and performance 6. Assisting in troubleshooting and resolving software defects and issues 7. Keeping up-to-date with the latest trends and technologies in Java development and applying them to enhance our products and services  Requirements:  1. Strong knowledge of Java programming language and frameworks 2. Experience in software development using Java and related technologies 3. Familiarity with object-oriented design principles and design patterns 4. Proficiency in using Java development tools and IDEs 5. Excellent problem-solving and analytical skills 6. Ability to work collaboratively in a team environment 7. Strong attention to detail and dedication to delivering high-quality work  If you are passionate about Java development and eager to work in a challenging and rewarding environment, then this role is for you.Annual CTC: ₹ 9,00,000 - 12,00,000 /year5It is inolved in Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]",1,0,1,1,17,1,1,0,0,
ASP.NET Developer,MUKESH SHARMA,Work from home,"₹ 9,00,000 - 12,00,000","We are seeking a talented and driven ASP.NET developer to join our dynamic team. If you are passionate about developing high-quality web applications and have a strong understanding of ASP.NET, then this is the perfect opportunity for you! As an ASP.NET developer, you will work on exciting projects, collaborate with a diverse team of professionals, and contribute to the growth and success of our company.  Key responsibilities:  1. Develop and maintain web applications using ASP.NET, ensuring high performance and responsiveness 2. Collaborate with cross-functional teams to analyze user requirements and design innovative solutions that meet business objectives 3. Write clean, efficient, and reusable code, following best practices and industry standards 4. Conduct thorough testing and debugging to ensure the functionality, reliability, and security of applications 5. Optimize applications for maximum speed and scalability, delivering exceptional user experiences 6. Stay up-to-date with emerging technologies and industry trends, and provide recommendations for continuous improvement 7. Participate in code reviews, provide constructive feedback, and actively contribute to the continuous enhancement of development processes and methodologies  If you are a self-motivated individual with a strong work ethic and a passion for ASP.NET development, then we want to hear from you. Join us and embark on an exciting journey where you will have the opportunity to showcase your skills, learn from industry professionals, and make a significant impact in the field of web development.Annual CTC: ₹ 9,00,000 - 12,00,000 /year5It is inolved in Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]",1,0,1,1,7,1,1,0,0,
Junior iOS App Developer,MUKESH SHARMA,Work from home,"₹ 9,00,000 - 12,00,000","Key responsibilities:  1. iOS app development: Collaborate with cross-functional teams to analyze, design, and ship new features for our iOS applications. Write clean, maintainable, and efficient code while following best practices 2. Bug fixing and optimization: Identify and fix bugs, performance bottlenecks, and other issues in existing applications. Optimize application performance and responsiveness 3. Code reviews: Participate in code reviews to maintain code quality and ensure the implementation of best practices. Learn from feedback and proactively seek opportunities for self-improvementAnnual CTC: ₹ 9,00,000 - 12,00,000 /year4It is inolved in Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]",1,0,1,1,3,1,1,0,0,
Junior Image Processing Associate,MUKESH SHARMA,Work from home,"₹ 6,00,000 - 8,00,000","Key responsibilities:  1. Leverage Expertise: Apply your image processing knowledge at MUKESH SHARMA as a Junior Image Processing Associate, contributing to cutting-edge imaging techniques and algorithms to enhance our products and services 2. Innovate Collaboratively: Collaborate within our dynamic team of researchers and engineers, ideating and implementing pioneering solutions in image processing. Your contributions will be valued as we explore new possibilities 3. Enhance Performance: Optimize image processing algorithms by conducting thorough testing, benchmarking, and fine-tuning to improve accuracy, speed, and efficiency 4. Tackle Real-World Challenges: Contribute to developing image processing solutions that solve practical problems in healthcare, automotive, and multimedia, directly impacting medical diagnostics, autonomous driving, and multimedia content creation 5. Stay Current: Stay updated on the latest advancements in image processing, applying newfound knowledge to refine existing techniques and algorithms, keeping us at the forefront of technology 6. Collaborate with Stakeholders: Engage with product managers, software developers, and customers, offering technical support and understanding their requirements related to image processingAnnual CTC: ₹ 6,00,000 - 8,00,000 /year5It is inolved in Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]",1,0,1,1,2,1,1,0,0,
Senior Product Manager,MUKESH SHARMA,Work from home,"₹ 9,00,000 - 12,00,000","Key responsibilities:  1. Lead the strategic vision and execution of product lifecycle management (PLM) initiatives for MUKESH SHARMA company, ensuring alignment with overall business objectives and customer needs 2. Drive the end-to-end product development process, from ideation to launch and post-launch optimization, leveraging your strong project management skills to deliver high-quality products on time and within budget 3. Collaborate closely with cross-functional teams including engineering, design, marketing, and customer support to define product requirements, create detailed roadmaps, and prioritize feature development 4. Conduct market research and competitive analysis to identify trends, opportunities, and potential gaps in the market, using these insights to inform product strategy and drive innovation 5. Develop and maintain a deep understanding of our customer base and their needs, using this knowledge to drive user-centric product decisions and deliver exceptional customer experiences 6. Define and track key product metrics and KPIs, regularly analyzing data to identify areas of improvement and drive continuous product optimization 7. Act as a key advocate for MUKESH SHARMA company's products, representing the company at industry events, conferences, and customer meetings, and building strong relationships with key stakeholdersAnnual CTC: ₹ 9,00,000 - 12,00,000 /year5It is inolved in Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]",1,0,1,1,2,1,1,0,0,
Senior Image Processing Manager,MUKESH SHARMA,Work from home,"₹ 9,00,000 - 12,00,000","We are seeking an experienced and dynamic Senior Image Processing Manager to join our esteemed team at MUKESH SHARMA company. If you are a skilled professional with expertise in Python and a passion for image processing, this is the perfect opportunity for you to take your career to new heights!  Key responsibilities:  1. Lead and manage a team of image processing engineers, providing guidance, support, and mentoring to ensure successful project execution 2. Develop and implement cutting-edge algorithms and techniques for image processing, leveraging your expertise in Python to deliver high-quality results 3. Collaborate with cross-functional teams to understand project requirements and translate them into innovative image processing solutions 4. Stay updated with the latest advancements in the field of image processing and computer vision, actively participating in research and development activities 5. Conduct regular code reviews and ensure adherence to best practices, optimizing code performance and maintaining high standards of quality 6. Drive continuous improvement initiatives, identifying opportunities to enhance existing processes, tools, and methodologies 7. Act as a subject matter expert, providing technical guidance and support to internal stakeholders and clients, fostering strong relationships and driving customer satisfaction  Join us at MUKESH SHARMA company and be part of a dynamic team where you can showcase your skills, lead exciting projects, and make a significant impact in the field of image processing. Apply now and embark on an exhilarating journey of professional growth and achievement!Annual CTC: ₹ 9,00,000 - 12,00,000 /year4It is inolved in Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]",1,0,1,1,4,1,1,0,0,
PHP Full Stack Developer,Blackcoffer,Work from home,"₹ 3,00,000 - 5,00,000","Key responsibilities:  1. Design and implement software solutions to solve highly complex problems 2. Work on the architecture design, code review, and technology build and deployment activities of web/mobile applications  Who can apply:  1. Candidates with 0 to 3 years of experience in both the latest front-end and back-end web/mobile technologies 2. An all-rounder who can design and deliver software by implementing a scalable backend and can create a frontend for their application in a fast-moving, collaborative setup 3. Extensive hands-on experience in PHP MVC/Node.JS/NoSQL and Graph DBs 4. Experience with PHP frameworks like Laravel, CI, WordPress, Node.js, VueJS, and ReactJS (added advantage) 5. Experience in developing web front-end apps using AngularJS 2.x, and React 6. An innovative and creative thinker 7. In-depth knowledge of PHP, HTML5, CSS, jQuery, JavaScript, and AJAX 8. Strong experience with MySQL database design and management 9. Solid working knowledge of object-oriented programming (OOP) and MVC 10. Experience developing and consuming RESTful APIs 11. Should have knowledge of the Zend framework 12. Understanding of various data formats such as XML, JSON, and CSV 13. Must be an excellent problem solver with a passion for self-learning and implementing web technologies (frontend and backend) 14. Knowledge of version-controlling tools such as GitAnnual CTC: ₹ 3,00,000 - 5,00,000 /year12WebsiteBlackcoffer is an enterprise software and analytics consulting firm based in India and the European Union (Malta). It is a data-driven, technology, and decision science firm focused exclusively on big data and analytics, data-driven dashboards, applications development, information management, and consulting of any kind, from any source, on a massive scale. We are a young and global consulting shop helping enterprises and entrepreneurs solve big data and analytics, data-driven dashboards, applications development, and information management problems to minimize risk, explore opportunities for future growth, and increase profits more effectively. We provide intelligence, accelerate innovation, and implement technology with extraordinary breadth and depth of global insights into big data, data-driven dashboards, application development, and information management for organizations by combining unique and specialist services and high-level human expertise.",1,0.478604818,1,1,8,1,1,1,1,
Associate Software Developer,BDNT Labs Private Limited,Hyderabad,"₹ 4,00,000 - 5,00,000","Key responsibilities:  1. Work on Oxygen XML validation (Experience in the same is required) 2. Work on Mathpix snipping tool and table code in pdf (Knowledge required) 3. Handle Photoshop for image cropping  Skills required: Epsilon, Notepad++, HTML, CSS, XML (JATS, BITS)1. Candidates with minimum 1 years of experience.Annual CTC: ₹ 4,00,000 - 5,00,000 /year10WebsiteBDNT LABS is a pioneering technology company based in Adilabad. As trailblazers in the tech industry, we continually push the boundaries to deliver cutting-edge solutions. We're currently seeking a seasoned architect to champion our software development endeavors.",1,0,1,1,1,1,1,0,0,
.NET Developer,Resolute AI Software Private Limited,Bangalore,"₹ 5,00,000 - 7,00,000","Key responsibilities:  1. Work independently, ensure timely delivery of tasks, and be a quick learner 2. Interact with business teams to gather/elicit requirements, give demos, and take feedbacks 3. Provide daily/weekly/monthly status of the tasks 4. Work on tracing and bug fixing, doing RCA, incident management, problem management and change management 5. Strictly adhere to SLA defined to deliver tasks assigned 6. Support suite of web applications developed on .NET platform  Requirements:  1. Strong knowledge of ASP.NET, C#, SQL Server, .NET Core, Telerik, or any third-party UI components 2. Fair understanding of DevOps, code review, code check-in, merging, branching, etc.1. Candidates with minimum 2 years of experience.Annual CTC: ₹ 5,00,000 - 7,00,000 /year2WebsiteWe work with enterprises to build AI capabilities, platforms, and solutions. We also offer AI consulting and services. We are an AI talent academy leveraging the latest technologies to deliver unique platforms and solutions. We are working on launching unique AI and ML-enabled solutions to solve critical problems around security, customer behavior analytics, and improving customer engagement.",1,0.073170732,1,1,4,1,1,0,0,
Artificial Intelligence (AI) Associate,BDNT Labs Private Limited,Bangalore,"₹ 2,00,000 - 4,00,000","Key responsibilities:  1. Contact existing or new clients for the software project requirements. Client contact details will be provided only to dedicated & fast-learning candidates who learn A.I.M.S. (artificial intelligence) in one week 2. Develop the MIS/ DBMS/ CRM/ ERP or business process management software applications modules using A.I.M.S. and deploy it at the client's place 3. Work on software troubleshooting & customization in the project prototype (Project details will mostly depend on the division) 4. Make sure that the client uses the application developed & pays for the software development or deployment services provided by you (Costing can be mutually decided with the help of reporting head or team coordinator) 5. Take the acknowledgment from client for the usage of the software developed (Format of the same will be provided by the reporting head) 6. Conduct training sessions for A.I.M.S. & participate in BuziBrAIns - A.I.M.S. promotion & training programs events 7. Achieve functional targets in terms of the number of applications as well as the contributing towards the company's growthAnnual CTC: ₹ 2,00,000 - 4,00,000 /year2WebsiteBDNT LABS is a pioneering technology company based in Adilabad. As trailblazers in the tech industry, we continually push the boundaries to deliver cutting-edge solutions. We're currently seeking a seasoned architect to champion our software development endeavors.",1,0,1,1,3,1,1,0,0,
Unreal Engine 3D Artist,Bluntly Streaming,Delhi,"₹ 2,00,000 - 3,00,000","Key responsibilities:  1.     Utilizing Unreal Engine's full tool set to achieve photorealism for virtual production, film and XR 2.     Proactively enhance CG pipeline and workflows 3.     Problem-solve and determine out-of-the-box solutions for complex technical requirements 4.     Communicate and work with other facilities  Requirements: Good experience with Unreal Engine1.  Those who are from or open to relocate to Delhi and neighboring citiesAnnual CTC: ₹ 2,00,000 - 3,00,000 /year1Instagram pageAt Bluntly Streaming, a cutting-edge startup in the streaming industry, We are redefining the way stories are told and consumed. With a leadership team boasting of rich experience in design, media and marketing with industry giants like HBR and TIME. We are at the forefront of reshaping media content, specializing in unfiltered talks and path-breaking  podcasts , documentaries and short films. Our mission is to challenge conventional norms and create a more inclusive, sustainable future in the media landscape .With a commitment to excellence and creativity, we are on a quest to transform the landscape of storytelling through our visual art. Join us to be a part of this thrilling journey",1,0,1,1,0,0,1,0,0,
Artificial Intelligence (AI) Associate,Petrichor Investment Private Limited,Hyderabad,"₹ 3,00,000","Key responsibilities:  Stay updated on AI trends and technologies Research and Suggest AI solutions available in the market Develop prototypes and conduct testing using AI applications Analyze and solve complex business problems using existing AI products Collaborate with cross functional teams1. Candidates with minimum 1 years of experience.Any degreePassion for AIExcellent problem solving, communication skills, writing skills and basic statisticsKnowledge of MIDJOURNEYExperience in NLP, computer vision, ChatGpt and BardsConduct secondary research about AI productsIdentify Best AI solutions for given usecaseRun a pilotVideo editing, text analysis, report making.Basic understanding of HOW AI WORKSQuick Adaptability to technologiesGenerative and Predictive AI ToolsExplore new apps and solutions in AI spaceAnnual CTC: ₹ 3,00,000 /year2WebsiteOne-of-a-kind venture-building firm- Petrichor Investment works with budding entrepreneurs who have crossed the prototype phase & not only funds but also strategy consulting & marketing support for growth, before they reach out to VC funds.",1,0,1,1,1,1,1,0,0,
Junior Machine Learning Associate,Qriocity Ventures Private Limited,Work from home,"₹ 2,00,000 - 4,00,000","As a Machine Learning intern at Qriocity Ventures Private Limited, you will have the opportunity to explore and apply your expertise in the field of Machine Learning. We are seeking a passionate individual who is well-versed in Machine Learning techniques and algorithms. Join us to kickstart your career and be a part of our dynamic team!  Note: We expect passion to work in the machine learning field and try different techniques for machine learning. You will be learning a lot and given training by the Best ML/DL Engineers.  Selected intern's day-to-day responsibilities include:  1. Collaborate with our team of experts to design and develop cutting-edge Machine Learning models and algorithms 2. Assist in collecting, cleaning, and analyzing large datasets to derive meaningful insights and patterns 3. Support in the implementation and optimization of Machine Learning algorithms for real-world applications 4. Conduct thorough research on the latest advancements in Machine Learning and contribute to knowledge sharing within the team 5. Work closely with the development team to integrate Machine Learning solutions into our existing products and services 6. Assist in troubleshooting and fine-tuning the performance of Machine Learning models to ensure accuracy and efficiency 7. Contribute to the development and improvement of our internal Machine Learning frameworks, tools, and libraries  If you are eager to learn, thrive in a collaborative environment, and have a passion for applying Machine Learning to real-world problems, this internship is the perfect opportunity for you! Join us at Creators Lab India and be a part of revolutionizing the future of technology with Machine Learning.Annual CTC: ₹ 2,00,000 - 4,00,000 /year6Qriocity Ventures Private Limited is a cutting-edge edtech company dedicated to elevating students' academic and professional pursuits. With a core focus on projects, courses, and training, Qriocity offers a comprehensive platform where students can access a vast library of project templates, step-by-step guides, and interactive learning modules. Each resource is crafted by industry experts and educators to ensure content relevance and pedagogical effectiveness. For students seeking hands-on training, Qriocity's immersive workshops and virtual labs provide real-world applications, bridging the gap between theory and practice. The company's adaptive learning algorithms personalize the user experience, making it tailor-fit for every learner's unique needs.",1,0,1,1,5,1,1,0,0,
Senior Web Developer,Stockarea,Chennai,"₹ 14,00,000 - 18,00,000","Stockarea is seeking a highly skilled and motivated Senior Web Developer to join our dynamic team. As a Senior Web Developer, you will play a crucial role in designing, developing, and maintaining our cutting-edge web applications.  Key responsibilities:  1. Develop and enhance web applications using the latest technologies and frameworks, with a focus on Data Structures and Laravel 2. Design and implement efficient and robust database management systems (DBMS) to ensure seamless data retrieval and storage 3. Collaborate with cross-functional teams to gather requirements and translate them into technical specifications 4. Build and optimize REST APIs to enable efficient communication between different platforms and systems 5. Implement AJAX techniques to create responsive and interactive user interfaces, ensuring a seamless user experience 6. Conduct thorough testing and debugging to identify and fix any issues or bugs in the applications 7. Stay updated with the latest trends and advancements in web development and propose innovative solutions to improve the overall system performanceAnnual CTC: ₹ 14,00,000 - 18,00,000 /year2Stockarea is a digital warehousing ecosystem for e-commerce, OEMs, and importers. We help businesses get on-demand optimal warehousing contracts with the help of our logistics network. Stockarea provides flexibility and scalability to supply chains by providing access to the partner network, order management, inventory visibility, seamless system integrations, single support, and a cloud-based platform to manage it all. We aim to empower e-commerce players to decentralize their inventory by giving them access to a logistics network that is at par with existing marketplace giants. We also aim to empower OEMs/importers' supply chains by giving them access to a logistics network to scale as and when they want. Our services include storage/warehousing services, fulfilment services, leasing warehouse, warehouse possibility reports, first-mile, and middle-mile services.",1,0.151041667,1,1,10,1,1,1,1,
Front End Developer,Faith App,Mumbai,"₹ 5,00,000 - 8,00,000","Key responsibilities:  1. Develop and maintain the front end of our Faith App, ensuring a seamless and visually appealing user experience for our community of users 2. Collaborate with our design and product teams to translate wireframes and mockups into clean and efficient HTML, CSS, and JavaScript code 3. Utilize your expertise in ReactJS to create dynamic and interactive components, implementing complex UI features such as forms, data visualization, and user authentication 4. Work closely with our back end developers to integrate front end components with the server-side infrastructure, using Node.js to build APIs and ensure smooth data flow 5. Optimize application performance by identifying and resolving front end bugs and issues, while continuously improving the overall responsiveness and load time of the app 6. Stay up to date with the latest front end development trends and best practices, actively contributing to the growth and innovation of our Faith App 7. Collaborate with the QA team to conduct thorough testing and debugging of front end functionalities, ensuring a stable and error-free user experience for our app users1. Candidates with minimum 2 years of experience.2.  Those who are from or open to relocate to Mumbai and neighboring citiesAnnual CTC: ₹ 5,00,000 - 8,00,000 /year1WebsiteImmerse yourself in a treasure trove of spiritual wisdom and connect with renowned spiritual leader and gurus, who will illuminate your path to a more fulfilled life.  ",1,0,1,1,10,1,1,0,0,
Full Stack Developer,Faith App,Mumbai,"₹ 2,40,000 - 3,00,000","We are seeking a passionate and skilled Full Stack Developer to join our dynamic team at Faith App! As a Full Stack Developer, you will have the opportunity to work on exciting projects and make a meaningful impact in the faith-based community. If you are highly proficient in JavaScript, Node.js, ReactJS, Python, and MySQL, and have a strong understanding of software development principles, this is the perfect opportunity for you!  Key responsibilities:  1. Collaborate with cross-functional teams to design, develop, and implement innovative features and enhancements for our Faith App platform 2. Develop high-quality code using best practices and ensure scalability, performance, and maintainability 3. Participate in code reviews and provide constructive feedback to peers, fostering a culture of continuous improvement 4. Utilize your expertise in JavaScript, Node.js, ReactJS, Python, and MySQL to build robust and user-friendly applications 5. Identify and troubleshoot software defects and provide timely resolutions to ensure seamless user experience 6. Stay up to date with industry trends and technologies, continuously enhancing your skills and knowledge 7. Actively contribute to the growth and success of the Faith App by proposing innovative ideas and solutions to challenges  Join our talented team and be part of a company that is dedicated to making a positive impact in the faith-based community worldwide. Apply now and embark on an exciting journey of innovation and growth with Faith App!1.  Those who are from or open to relocate to Mumbai and neighboring citiesAnnual CTC: ₹ 2,40,000 - 3,00,000 /year1WebsiteImmerse yourself in a treasure trove of spiritual wisdom and connect with renowned spiritual leader and gurus, who will illuminate your path to a more fulfilled life.  ",1,0,1,1,4,1,1,0,0,
React Developer,BM INNOVATIONS PRIVATE LIMITED,Work from home,"₹ 3,00,000 - 4,50,000","Key responsibilities:  1. Create awesome web interfaces using React.js and CSS 2. Collaborate with the team to connect front-end with Node.js back-end 3. Use Git for efficient code management and teamwork 4. Enhance code quality with TypeScript 5. Stay updated with React trends for continuous improvement  Note:  1. Minimum experience required is 2 years 2. You should have completed at least one real-time project1. Candidates with minimum 1 years of experience.Minimum experience required is 2 yearsYou should have completed at least one real-time projectAnnual CTC: ₹ 3,00,000 - 4,50,000 /year10Welcome to Bank Master Innovations Private Limited, your one-stop solution for all your loan needs! We are thrilled to introduce ourselves as the leading aggregator of multiple loan services, offering a wide range of options such as personal loans, business loans, property loans, educational loans, car loans, and working capital loans. With over 30 banks on board, we bring together the best loan offers under a single roof.  But that's not all! At Bank Master Innovations, we pride ourselves on our cutting-edge technology and our end-to-end CRM self-developed tools. We empower our customers by providing them with the tools they need to select the most suitable bank offers through our eligibility tool and seamless application process.",1,0,1,1,7,1,1,0,0,
